index,Company,TypeName,Inches,ScreenResolution,cpu_brand,cpu_name,cpu_speed,Ram,Memory,gpu_brand,gpu_name,OpSys,Weight,Price
342,HP,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i3 7100U ,2.4,8.0,1TB HDD,Nvidia, GeForce 930MX ,windows,2.10,38148
343,Lenovo,2 in 1 Convertible,13.90,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 8550U ,1.8,16.0,512GB SSD,Intel, UHD Graphics 620,windows,1.40,111835
344,Dell,Ultrabook,13.30,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.20,84129
345,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  2TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.40,60153
346,HP,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3060 ,1.6,2.0,32GB Flash Storage,Intel, HD Graphics 400,windows,1.40,14865
347,Dell,Ultrabook,15.60,Full HD 1920x1080,Intel, Core i7 8650U ,1.9,16.0,512GB SSD +  256GB SSD,Intel, UHD Graphics 620,windows,1.90,85672
348,Asus,2 in 1 Convertible,11.60,Touchscreen 1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.50,19980
349,Dell,Ultrabook,15.60,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,1TB HDD,AMD, Radeon 530,windows,0.00,35325
351,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.80,69477
352,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.70,75072
353,HP,Workstation,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, Quadro M1200,windows,2.60,92615
354,Toshiba,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6500U ,2.5,16.0,512GB SSD,Nvidia, GeForce 930M,windows,2.40,74752
355,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,128GB SSD +  2TB HDD,AMD, Radeon 530,windows,2.00,51730
356,Lenovo,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,1TB HDD,Intel, HD Graphics 500,N/A,2.20,17156
357,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,1TB HDD,Nvidia, GeForce GTX 1050,windows,2.70,53227
358,Dell,Notebook,15.60,Touchscreen 1366x768,Intel, Core i5 7200U ,2.5,8.0,2TB HDD,Intel, HD Graphics 620,windows,2.40,29697
359,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,76031
360,HP,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.90,23390
361,Asus,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.00,50350
362,Lenovo,Notebook,17.30,1600x900,Intel, Core i5 7200U ,2.5,6.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 940MX,windows,2.80,38308
363,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 620,windows,1.90,34046
364,Lenovo,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,8.0,256GB SSD,Nvidia, GeForce 920MX ,N/A,2.20,26587
365,HP,Notebook,15.60,1366x768,Intel, Pentium Quad Core N3710 ,1.6,8.0,2TB HDD,Intel, HD Graphics 405,windows,2.00,20726
366,Dell,Notebook,17.30,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,128GB SSD +  1TB HDD,AMD, Radeon 530,windows,2.80,57809
367,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,N/A,2.40,43104
368,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,AMD, Radeon R7 M445,windows,2.30,47899
369,HP,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,93240
370,Asus,2 in 1 Convertible,15.60,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,12.0,512GB SSD +  2TB HDD,Nvidia, GeForce GT 940MX,windows,2.30,58555
371,Acer,Notebook,15.60,1366x768,AMD, A9-Series 9420 ,3.0,4.0,128GB SSD,AMD, Radeon R5,windows,2.10,22697
372,Asus,Gaming,17.30,IPS Panel Full HD 1920x1080,AMD, Ryzen 1700 ,3.0,16.0,256GB SSD +  1TB HDD,AMD, Radeon RX 580,windows,3.30,117163
373,Lenovo,Notebook,17.30,1600x900,AMD, A8-Series 7410 ,2.2,4.0,128GB SSD,AMD, Radeon R5,windows,2.60,26054
374,Dell,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i7 8550U ,1.8,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.60,46301
375,HP,Notebook,15.60,Full HD 1920x1080,AMD, A9-Series 9420 ,3.0,4.0,256GB SSD,AMD, Radeon R5,windows,1.90,26053
376,Lenovo,Netbook,11.60,IPS Panel 1366x768,Intel, Celeron Quad Core N3450 ,1.1,4.0,128GB SSD,Intel, HD Graphics 500,windows,1.60,29464
377,Dell,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,500GB HDD,Intel, HD Graphics 400,windows,1.80,16464
378,Asus,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.50,15238
379,Acer,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,1TB HDD,Nvidia, GeForce GTX 1050,linux,2.40,45075
380,HP,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,3.40,63456
381,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,128GB SSD,Intel, HD Graphics 520,N/A,1.90,21498
382,Asus,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.30,88178
383,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Nvidia, GeForce 940MX,windows,1.50,58555
384,Asus,Ultrabook,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,93181
385,Lenovo,Ultrabook,14.00,IPS Panel 2560x1440,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,121585
386,Lenovo,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i3 7100U ,2.4,4.0,128GB SSD,Intel, HD Graphics 620,windows,1.50,29251
387,Dell,Workstation,15.60,Full HD 1920x1080,Intel, Core i5 6440HQ ,2.6,8.0,500GB HDD,AMD, FirePro W5130M,windows,2.20,72940
388,Dell,Workstation,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6820HQ ,2.7,8.0,256GB SSD,Nvidia, Quadro M1200,windows,2.00,113753
389,Lenovo,2 in 1 Convertible,14.00,Touchscreen 2560x1440,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.40,133680
390,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,1TB HDD,Nvidia, GeForce GTX 1050,windows,3.00,55358
391,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,3.00,84768
392,Acer,Notebook,15.60,IPS Panel 1366x768,Intel, Core i5 8250U ,1.6,12.0,1TB HDD,Nvidia, GeForce MX130,windows,2.20,36976
393,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, GeForce GTX 1050 Ti,windows,2.70,71875
394,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,AMD, Radeon R7 M445,linux,2.30,41498
395,HP,Ultrabook,15.60,Full HD 1920x1080,AMD, A9-Series 9420 ,3.0,4.0,256GB SSD,AMD, Radeon 520,windows,1.90,26587
396,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,256GB SSD,AMD, Radeon RX 550,windows,2.10,65511
397,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.90,49977
398,Dell,Workstation,15.60,4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, Quadro M1200,windows,1.80,144495
399,Lenovo,Ultrabook,14.00,IPS Panel 2560x1440,Intel, Core i7 7500U ,2.7,16.0,1TB SSD,Intel, HD Graphics 620,windows,1.10,139860
400,Lenovo,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,1TB HDD,Intel, HD Graphics 500,windows,2.20,16304
401,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.90,81465
402,Lenovo,Notebook,25.60,IPS Panel Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,256GB SSD +  1TB HDD,AMD, Radeon RX 550,windows,2.10,60979
403,Acer,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, GeForce GTX 1050,linux,2.50,46833
404,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,2.80,119827
405,Asus,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,99793
406,Toshiba,Ultrabook,13.30,Full HD 1920x1080,Intel, Core i7 6500U ,2.5,16.0,512GB SSD,Intel, HD Graphics 520,windows,1.20,93080
407,Dell,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,8.0,512GB SSD,Intel, HD Graphics,windows,1.40,89510
408,Lenovo,Notebook,35.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.20,21792
409,Lenovo,Notebook,11.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,2.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.20,16221
410,Lenovo,Workstation,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,512GB SSD,Nvidia, Quadro M1200,windows,2.70,102564
411,Lenovo,Ultrabook,14.00,IPS Panel Full HD 2560x1440,Intel, Core i7 7700HQ ,2.8,8.0,512GB SSD,Nvidia, GeForce GT 940MX,windows,1.70,103523
412,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon 520,windows,2.10,24988
413,Acer,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 6500U ,2.5,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.60,42038
414,Asus,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,49444
415,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,AMD, Radeon R5 M430,linux,2.30,31909
416,Dell,Notebook,13.30,1366x768,Intel, Core i3 6006U ,2.0,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.70,36710
417,HP,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 6500U ,2.5,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.40,79920
418,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 620,windows,2.10,28769
419,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,256GB SSD,AMD, Radeon RX 550,windows,1.80,64755
420,Lenovo,2 in 1 Convertible,15.60,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 7700HQ ,2.8,16.0,512GB SSD,Nvidia, GeForce GTX 1050,windows,2.00,101179
421,Chuwi,Notebook,12.30,IPS Panel Retina Display 2736x1824,Intel, Celeron Quad Core N3450 ,1.1,6.0,64GB Flash Storage,Intel, HD Graphics 500,windows,1.40,23923
422,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7820HQ ,2.9,8.0,256GB SSD,Intel, HD Graphics 630,windows,2.30,76031
423,Asus,Notebook,35.60,Full HD 1920x1080,Intel, Core i3 7100U ,2.4,8.0,1TB HDD,Nvidia, GeForce 940MX,linux,2.30,31808
424,Dell,Gaming,27.30,IPS Panel 2560x1440,Intel, Core i7 7820HK ,2.9,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,149131
425,Dell,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.60,61752
426,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,256GB SSD +  2TB HDD,AMD, Radeon 530,windows,2.00,60867
427,Dell,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,8.0,256GB SSD,Intel, HD Graphics 620,linux,1.60,58555
428,HP,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,12.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,3.40,106507
429,Mediacom,2 in 1 Convertible,11.60,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB SSD,Intel, HD Graphics 500,windows,1.20,15931
430,Samsung,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,16GB Flash Storage,Intel, HD Graphics 400,other,1.20,14332
431,Lenovo,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,53813
432,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i3 7130U ,2.7,4.0,128GB SSD,Intel, HD Graphics 620,windows,1.70,31915
433,Lenovo,Workstation,15.60,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 7600U ,2.8,16.0,512GB SSD,Nvidia, GeForce 940MX,windows,2.30,130270
434,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7820HQ ,2.9,16.0,512GB SSD,Nvidia, Quadro M2200M,windows,2.50,130483
435,Asus,Gaming,17.30,Full HD 1920x1080,AMD, Ryzen 1600 ,3.2,8.0,256GB SSD +  1TB HDD,AMD, Radeon RX 580,windows,3.20,90310
436,HP,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,500GB HDD,Intel, HD Graphics 400,windows,2.10,18488
437,Google,Ultrabook,12.30,Touchscreen 2400x1600,Intel, Core i7 7Y75 ,1.3,16.0,512GB SSD,Intel, HD Graphics 615,other,1.10,117163
438,Lenovo,Ultrabook,24.00,2560x1440,Intel, Core i7 7500U ,2.7,24.0,512GB SSD,Intel, HD Graphics 620,windows,1.30,126913
439,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,linux,2.00,29784
440,Lenovo,Notebook,17.30,1600x900,AMD, A6-Series 9220 ,2.5,8.0,1TB HDD,AMD, Radeon R4,windows,2.80,27652
441,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,4.0,256GB SSD,AMD, Radeon 530,windows,2.20,39907
442,Lenovo,Ultrabook,12.50,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,76137
443,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Pentium Quad Core N4200 ,1.1,4.0,128GB SSD,Intel, HD Graphics 505,windows,2.20,18595
444,HP,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.20,58555
445,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7440HQ ,2.8,8.0,256GB SSD,Nvidia, GeForce 930MX,windows,1.60,62817
446,Acer,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,linux,2.40,23539
447,Dell,Workstation,15.60,Full HD 1920x1080,Intel, Xeon E3-1505M V6 ,3.0,8.0,64GB Flash Storage +  1TB HDD,Nvidia, Quadro M620,windows,2.20,106187
448,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,256GB SSD,Nvidia, GeForce GTX 1050,windows,2.20,54758
449,Microsoft,Ultrabook,13.50,Touchscreen 2256x1504,Intel, Core i7 7660U ,2.5,16.0,512GB SSD,Intel, Iris Plus Graphics 640,windows,1.30,137942
450,HP,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,128GB SSD,Intel, HD Graphics 620,windows,1.90,31382
451,Dell,Workstation,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6820HQ ,2.7,16.0,256GB SSD,Nvidia, Quadro M620,windows,2.20,105228
452,HP,Workstation,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7820HQ ,2.9,8.0,512GB SSD,Intel, HD Graphics 620,windows,2.30,81732
453,Lenovo,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.70,71662
454,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,128GB SSD +  1TB HDD,AMD, Radeon 530,windows,2.40,52161
455,Dell,2 in 1 Convertible,11.60,Touchscreen 1366x768,Intel, Pentium Quad Core N3710 ,1.6,4.0,500GB HDD,Intel, HD Graphics 405,windows,1.50,25521
456,Dell,Notebook,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.7,8.0,1TB HDD,Nvidia, GeForce GTX 1060,windows,4.40,109011
457,Microsoft,Ultrabook,13.50,Touchscreen 2256x1504,Intel, Core M m3-7Y30 ,2.2,4.0,128GB SSD,Intel, HD Graphics 615,windows,1.30,52694
458,Microsoft,Ultrabook,33.50,Touchscreen 2256x1504,Intel, Core i7 7660U ,2.5,8.0,256GB SSD,Intel, Iris Plus Graphics 640,windows,1.30,95851
459,HP,Notebook,17.30,1600x900,Intel, Core i3 6006U ,2.0,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.50,34094
460,Acer,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,Nvidia, GeForce 940MX,windows,2.20,28984
461,Acer,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,128GB SSD,Intel, HD Graphics 400,windows,1.40,23177
462,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 620,windows,2.40,39907
463,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,AMD, Radeon R7 M460,N/A,1.50,42571
464,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7820HQ ,2.9,8.0,256GB SSD,Nvidia, Quadro M2200M,windows,2.70,111355
465,Asus,Notebook,15.60,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,500GB HDD,Intel, HD Graphics 500,windows,2.00,16197
466,Acer,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Nvidia, GeForce GTX 940MX,windows,2.20,24988
467,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,2TB HDD,AMD, Radeon 530,windows,2.00,40440
468,HP,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,12.0,1TB HDD,Nvidia, GeForce GTX 1060,windows,3.80,90523
469,Lenovo,Ultrabook,14.00,IPS Panel Quad HD+ 2560x1440,Intel, Core i7 6600U ,2.6,12.0,256GB SSD,Intel, HD Graphics 520,windows,1.40,98994
470,HP,2 in 1 Convertible,13.30,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 8550U ,1.8,8.0,512GB SSD,Intel, UHD Graphics 620,windows,1.30,106507
471,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,500GB HDD,AMD, FirePro W4190M ,windows,1.90,61485
472,Google,Ultrabook,12.30,Touchscreen 2400x1600,Intel, Core i5 7Y57 ,1.2,8.0,128GB SSD,Intel, HD Graphics 615,other,1.10,67932
473,Dell,Ultrabook,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 8250U ,1.6,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.40,98134
474,Asus,Notebook,15.60,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 6700HQ ,2.6,12.0,128GB SSD +  1TB HDD,Intel, HD Graphics 530,windows,2.10,69211
475,Dell,Notebook,14.00,1366x768,Intel, Core i3 6100U ,2.3,8.0,128GB SSD,Intel, HD Graphics 520,windows,1.80,39427
477,Lenovo,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,180GB SSD,Intel, HD Graphics 620,windows,1.70,72674
479,Toshiba,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.10,89084
480,Dell,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,512GB SSD,Nvidia, GeForce 940MX,windows,2.20,67239
481,Dell,Notebook,15.60,1366x768,Intel, Core i3 7100U ,2.4,4.0,1TB HDD,Intel, HD Graphics 620,windows,2.20,31254
482,HP,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i5 8250U ,1.6,4.0,128GB SSD,Intel, UHD Graphics 620,windows,1.50,38681
483,Chuwi,Notebook,15.60,Full HD 1920x1080,Intel, Atom x5-Z8350 ,1.4,4.0,64GB Flash Storage,Intel, HD Graphics,windows,1.90,13261
484,Lenovo,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,128GB SSD,Intel, HD Graphics 520,windows,2.30,30103
485,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 8250U ,1.6,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.80,55891
486,Dell,Workstation,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 6820HQ ,2.7,16.0,512GB SSD,Nvidia, Quadro M620,windows,2.20,124569
487,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,512GB SSD,Nvidia, GeForce GTX 1050,windows,2.10,101179
488,Lenovo,Ultrabook,12.50,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.40,95797
489,Asus,Ultrabook,12.50,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,0.90,103896
490,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Nvidia, GeForce 940MX,windows,2.30,53919
491,Toshiba,Ultrabook,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,32.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,149131
492,Asus,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.00,71928
493,Acer,Notebook,15.60,1366x768,AMD, A10-Series 9620P ,2.5,8.0,1TB HDD,AMD, Radeon RX 540,windows,2.20,30849
494,Asus,Gaming,17.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 6700HQ ,2.6,24.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 965M,windows,4.30,67612
495,Lenovo,Ultrabook,12.50,IPS Panel 1366x768,Intel, Core i5 6200U ,2.3,8.0,180GB SSD,Intel, HD Graphics 520,windows,1.30,58555
496,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,256GB SSD,Intel, UHD Graphics 620,windows,2.20,47893
497,HP,Notebook,14.00,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,8.0,1TB SSD,Intel, HD Graphics 620,windows,1.50,93187
498,Lenovo,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i3 7100U ,2.4,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,50563
499,Lenovo,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.30,48538
500,Asus,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,64GB Flash Storage,Intel, HD Graphics 500,windows,1.20,18115
501,HP,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,AMD, Radeon 520,windows,1.90,32980
502,Lenovo,2 in 1 Convertible,13.90,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i5 8250U ,1.6,8.0,256GB SSD,Intel, UHD Graphics 620,windows,1.40,85195
503,Lenovo,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,500GB HDD,Intel, HD Graphics 500,windows,2.10,15931
504,Lenovo,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,16GB SSD,Intel, HD Graphics 400,other,1.30,14119
505,Lenovo,Notebook,13.30,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,50563
506,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD +  1TB HDD,Intel, HD Graphics 620,windows,2.00,65215
507,Acer,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 8250U ,1.6,4.0,1TB HDD,Nvidia, GeForce MX150,windows,2.20,32661
508,HP,Ultrabook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.30,70489
